"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.224073600E-2,-6.076014042E-2,2.047634125E-1,4.053544998E-2,2.174004886E-1
7.727849600E-2,-5.449134111E-2,2.368922234E-1,1.532173157E-2,2.435610544E-1
8.231625700E-2,-6.300401688E-2,2.324233055E-1,1.606941223E-2,2.413468978E-1
8.735396500E-2,-7.629293203E-2,2.071146965E-1,2.724695206E-2,2.223949311E-1
9.239172500E-2,-3.470760584E-2,2.211451530E-1,5.028963089E-2,2.294315663E-1
9.742948600E-2,-5.680441856E-3,2.227396965E-1,8.463811874E-2,2.383460739E-1
1.024672460E-1,-1.140117645E-3,1.279010773E-1,1.523537636E-1,1.989262545E-1
1.075050070E-1,1.410406828E-2,4.228782654E-2,2.140693665E-1,2.186615619E-1
1.125427150E-1,1.054471731E-2,-1.120462418E-1,2.192978859E-1,2.464895822E-1
1.175804750E-1,-2.855992317E-2,-1.926798820E-1,1.556563377E-1,2.493393303E-1
1.226182360E-1,-4.936993122E-2,-3.242192268E-1,4.927587509E-2,3.316377678E-1
1.276559960E-1,-7.327562571E-2,-3.731203079E-1,-5.755424500E-2,3.845784349E-1
1.326937570E-1,-9.800267220E-2,-4.027032852E-1,-1.132726669E-1,4.296570222E-1
1.377314650E-1,-1.259799600E-1,-3.635940552E-1,-1.162700653E-1,4.019829789E-1
1.427692250E-1,-1.457348466E-1,-2.996420860E-1,-1.216711998E-1,3.547222943E-1
1.478069860E-1,-1.532368660E-1,-1.909427643E-1,-1.225633621E-1,2.737927210E-1
1.528447460E-1,-1.995365024E-1,-1.191601753E-1,-5.951786041E-2,2.399090221E-1
1.578824540E-1,-2.143133879E-1,-3.890228271E-2,4.220247269E-2,2.218663213E-1
1.629202150E-1,-2.056800723E-1,8.435153961E-2,1.146316528E-1,2.501197517E-1
1.679579750E-1,-1.537278891E-1,1.018066406E-1,1.867604256E-1,2.624429700E-1
1.729957360E-1,-1.106040478E-1,1.396727562E-1,1.802463531E-1,2.534373335E-1
1.780334960E-1,-4.602485895E-2,1.395001411E-1,1.902618408E-1,2.403708491E-1
1.830712570E-1,1.395374537E-2,1.094508171E-1,1.515107155E-1,1.874291474E-1
1.881089650E-1,5.343765020E-2,6.895780563E-2,8.398675919E-2,1.210972218E-1
1.931467250E-1,5.219167471E-2,-7.302284241E-3,2.559614182E-2,5.858717214E-2
1.981844860E-1,5.331981182E-2,-1.067667007E-1,-1.711320877E-2,1.205611572E-1
2.032222460E-1,1.041865349E-2,-1.290235519E-1,-4.930734634E-2,1.385165683E-1
2.082599540E-1,-2.890503407E-2,-1.786823273E-1,-5.734157562E-2,1.898708281E-1
2.132977150E-1,-4.152399302E-2,-1.177673340E-1,-8.140897751E-2,1.490664569E-1
2.183354750E-1,-3.984695673E-2,-8.193778992E-2,-4.424953461E-2,1.012896969E-1
2.233732360E-1,-2.668225765E-2,-1.691865921E-2,-3.296852112E-3,3.176559675E-2
2.284109960E-1,3.024345636E-2,5.572509766E-2,5.527830124E-2,8.411684581E-2
2.334487570E-1,4.368495941E-2,8.220005035E-2,6.111764908E-2,1.113579408E-1
2.384864650E-1,8.480083942E-2,1.524710655E-1,3.880262375E-2,1.787295493E-1
2.435242250E-1,1.225929260E-1,1.651172638E-1,5.903434753E-2,2.139574502E-1
2.485619860E-1,1.103630066E-1,1.473145485E-1,6.224298477E-2,1.943084110E-1
2.535997460E-1,9.855467081E-2,1.254658699E-1,3.012323380E-2,1.623641489E-1
2.586374540E-1,8.007818460E-2,8.320426941E-2,-1.077222824E-2,1.159806320E-1
2.636752150E-1,8.082050085E-2,6.810665131E-3,-4.848670959E-2,9.449497090E-2
2.687129750E-1,4.185754061E-2,-5.165147781E-2,-5.012750626E-2,8.326281132E-2
2.737507360E-1,2.740985155E-2,-8.568668365E-2,-9.129285812E-2,1.281713449E-1
2.787884960E-1,1.685380936E-3,-1.568365097E-1,-7.267045975E-2,1.728627404E-1
2.838262570E-1,-1.868259907E-2,-7.669973373E-2,-2.127265930E-2,8.175826990E-2
2.888639650E-1,-3.628134727E-2,-5.929088593E-2,4.802656174E-2,8.448843676E-2
2.939017250E-1,-4.649877548E-2,2.587652206E-2,9.719896317E-2,1.108123141E-1
2.989394860E-1,-5.897182226E-2,7.431173325E-2,8.191204071E-2,1.253375121E-1
3.039772460E-1,-3.845715523E-2,1.549382210E-1,6.669902802E-2,1.730131944E-1
3.090150070E-1,4.945158958E-3,1.685247421E-1,7.265233994E-2,1.835848736E-1
3.140527150E-1,3.315597773E-2,1.562075615E-1,4.536581039E-2,1.660065597E-1
3.190904750E-1,7.233250141E-2,1.725473404E-1,7.946443558E-2,2.032711784E-1
3.241282360E-1,1.422739029E-2,1.252174377E-1,-7.295608521E-5,1.260231355E-1
3.291659960E-1,-2.660530806E-2,6.225395203E-2,2.056169510E-2,7.075436570E-2
3.342037570E-1,-3.394997120E-2,-9.088993073E-3,1.969432831E-2,4.028742865E-2
3.392414650E-1,-5.067473650E-2,-6.992149353E-2,1.187801361E-2,8.716668735E-2
3.442792250E-1,-2.010536194E-2,-1.323103905E-1,9.117126465E-3,1.341394312E-1
3.493169860E-1,4.472732544E-4,-1.987109184E-1,-4.509496689E-2,2.037640429E-1
3.543547460E-1,1.919627190E-3,-2.573313713E-1,-8.158302307E-2,2.699609403E-1
3.593925070E-1,-1.299369335E-2,-3.435997963E-1,-1.054549217E-1,3.596531615E-1
3.644302670E-1,-3.925764561E-2,-3.415408134E-1,-7.926082611E-2,3.528081186E-1
3.694679750E-1,-3.658133745E-2,-3.278307915E-1,-3.925275803E-2,3.321927168E-1
3.745057360E-1,-5.484974384E-2,-2.553653717E-1,-2.347087860E-2,2.622419677E-1
3.795434960E-1,-7.255464792E-2,-1.932067871E-1,4.369688034E-2,2.109560544E-1
3.845812570E-1,-6.147998571E-2,-1.247119904E-1,1.285686493E-1,1.893746730E-1
3.896190170E-1,-6.692767143E-2,-7.124471664E-2,1.082625389E-1,1.458626072E-1
3.946567770E-1,-4.613506794E-2,-2.790784836E-2,9.999418259E-2,1.136051453E-1
3.996944860E-1,-1.603657007E-2,3.367853165E-2,6.596088409E-2,7.577765702E-2
4.047322460E-1,5.141794682E-2,6.837654114E-2,5.376577377E-2,1.010441243E-1
4.097700070E-1,5.169993639E-2,3.642416000E-2,6.070423126E-2,8.766188766E-2
4.148077670E-1,5.652308464E-2,4.977798462E-2,6.282901764E-2,9.808257902E-2
4.198455270E-1,7.060194016E-2,8.425617218E-2,3.889608383E-2,1.166046390E-1
4.248832880E-1,4.664832354E-2,4.035663605E-2,5.759716034E-3,6.195077474E-2
4.299209960E-1,6.321847439E-3,4.187583923E-3,-1.076221466E-3,7.658972960E-3
4.349587570E-1,-5.338370800E-3,3.480958939E-2,-1.277303696E-2,3.746139598E-2
4.399965170E-1,-3.352236748E-2,7.227754593E-2,-1.032543182E-2,8.033932604E-2
4.450342770E-1,-4.738920927E-2,1.259541512E-1,1.557874680E-2,1.354728117E-1
4.500720380E-1,-5.180275440E-2,1.673192978E-1,1.730442047E-2,1.760077150E-1
4.551097980E-1,-6.112289429E-2,1.658139229E-1,1.164531708E-2,1.771041463E-1
4.601475070E-1,-5.641031265E-2,1.621365547E-1,2.001047134E-2,1.728317237E-1
4.651852670E-1,7.400810719E-3,1.445317268E-1,2.563285828E-2,1.469735877E-1
4.702230270E-1,1.115804911E-2,6.104469299E-2,5.699062347E-2,8.425489758E-2
4.752607880E-1,6.930160522E-2,-3.554296494E-2,5.940103531E-2,9.795150759E-2
4.802985480E-1,7.480728626E-2,-1.287250519E-1,7.369613647E-2,1.661246207E-1
4.853363090E-1,9.937590361E-2,-2.186436653E-1,6.198930740E-2,2.480389019E-1
4.903740170E-1,1.167113781E-1,-2.629280090E-1,2.245092392E-2,2.885424192E-1
4.954117770E-1,8.204513788E-2,-3.143348694E-1,-6.571483612E-2,3.314457036E-1
5.004495380E-1,4.568541050E-2,-3.396463394E-1,-1.451578140E-1,3.721795045E-1
5.054872980E-1,1.466912031E-2,-3.342924118E-1,-1.095671654E-1,3.520959577E-1
5.105250590E-1,-2.768951654E-2,-2.558436394E-1,-7.400608063E-2,2.677677671E-1
5.155627670E-1,-2.220147848E-2,-1.309714317E-1,-3.392696381E-2,1.371038309E-1
5.206005270E-1,-2.379125357E-2,-3.344058990E-2,2.229928970E-2,4.670712066E-2
5.256382880E-1,3.019332886E-3,7.740497589E-2,2.094650269E-2,8.024588861E-2
5.306760480E-1,3.226935863E-3,1.706500053E-1,1.707315445E-2,1.715323003E-1
5.357138090E-1,1.272815466E-2,2.512030602E-1,3.681945801E-2,2.542059319E-1
5.407515690E-1,-1.370722055E-2,3.073596954E-1,1.119279861E-2,3.078687204E-1
5.457893290E-1,2.395254374E-2,3.369331360E-1,3.337860107E-6,3.377834550E-1
5.508270380E-1,3.245580196E-2,3.543848991E-1,-3.986358643E-3,3.558903298E-1
5.558647980E-1,5.031943321E-3,3.242568970E-1,-1.031112671E-2,3.244598204E-1
5.609025590E-1,-1.283138990E-2,2.707195282E-1,-1.183509827E-2,2.712817301E-1
5.659403190E-1,-4.240483046E-2,1.939902306E-1,-3.231239319E-2,2.011826781E-1
5.709780790E-1,-3.120744228E-2,1.535310745E-1,-1.457595825E-2,1.573472398E-1
5.760158400E-1,-6.977641582E-2,8.732986450E-2,4.338741302E-2,1.199071351E-1
5.810535480E-1,-3.421419859E-2,4.784297943E-2,3.679752350E-2,6.938025513E-2
5.860913090E-1,-2.966117859E-2,2.300453186E-2,6.343078613E-2,7.370521441E-2
5.911290690E-1,-3.439450264E-2,2.458286285E-2,8.498668671E-2,9.492120877E-2
5.961668290E-1,-4.378354549E-2,-2.834272385E-2,4.930639267E-2,7.177345755E-2
6.012045900E-1,-8.151340485E-2,-3.333759308E-2,-5.039691925E-3,8.821127352E-2
6.062423500E-1,-1.022124887E-1,-4.068040848E-2,-5.887603760E-2,1.247745017E-1
6.112801110E-1,-1.084184647E-1,-3.854131699E-2,-1.026477814E-1,1.541965097E-1
6.163178190E-1,-1.335141659E-1,-5.314254761E-2,-9.605550766E-2,1.728491348E-1
6.213555790E-1,-1.440495849E-1,-2.735090256E-2,-6.804180145E-2,1.616417072E-1
6.263933400E-1,-1.449452043E-1,5.464553833E-4,-1.645755768E-2,1.458775584E-1
6.314311000E-1,-1.171873212E-1,-1.684808731E-2,-3.340244293E-3,1.184393664E-1
6.364688610E-1,-8.252251148E-2,2.766799927E-2,5.235338211E-2,1.015694821E-1
6.415066210E-1,-3.397393227E-2,1.489734650E-2,4.813432693E-2,6.077065440E-2
6.465443820E-1,2.586746216E-2,4.027843475E-2,3.197622299E-2,5.756697614E-2
6.515820900E-1,4.712074995E-2,6.077814102E-2,3.482770920E-2,8.442343768E-2
6.566198500E-1,4.919725657E-2,-6.721973419E-3,6.769657135E-3,5.011370310E-2
6.616576110E-1,2.519994974E-2,-5.462884903E-2,9.765625000E-3,6.094847041E-2
6.666953710E-1,4.178071022E-2,-5.933094025E-2,1.026773453E-2,7.328857066E-2
6.717331320E-1,1.784080267E-2,-6.866836548E-2,9.850454330E-2,1.213951552E-1
6.767708920E-1,-3.409206867E-3,-1.205949783E-1,4.822635651E-2,1.299251821E-1
6.818086520E-1,-3.858888149E-2,-1.127605438E-1,2.453327179E-2,1.216795934E-1
6.868463610E-1,-4.487150908E-2,-1.049299240E-1,4.370212555E-2,1.222031794E-1
6.918841210E-1,-2.255737782E-2,-9.003543854E-2,5.796098709E-2,1.094289336E-1
6.969218820E-1,-4.552483559E-2,-5.862474442E-2,6.969833374E-2,1.018195906E-1
7.019596420E-1,-2.322709560E-2,-1.105175018E-1,7.651281357E-2,1.364105085E-1
7.069974020E-1,-3.544151783E-3,-4.318952560E-2,6.890773773E-2,8.140130498E-2
7.120351630E-1,2.533966303E-2,-6.172466278E-2,8.961009979E-2,1.117228826E-1
7.170729230E-1,6.342023611E-2,-7.521867752E-2,7.195663452E-2,1.218923010E-1
7.221106320E-1,8.941566944E-2,-1.003026962E-1,4.710865021E-2,1.423903709E-1
7.271483920E-1,1.201289892E-1,-1.772356033E-1,8.854866028E-4,2.141126274E-1
7.321861520E-1,1.388885975E-1,-1.988592148E-1,-6.401109695E-2,2.508634097E-1
7.372239130E-1,1.552621126E-1,-1.822872162E-1,-5.241823196E-2,2.451175715E-1
7.422616730E-1,1.620525122E-1,-1.919751167E-1,-7.668495178E-3,2.513449183E-1
7.472994340E-1,1.427074671E-1,-1.683726311E-1,-5.981445312E-3,2.207952485E-1
7.523371940E-1,1.141231060E-1,-1.616659164E-1,3.854608536E-2,2.016079179E-1
7.573749540E-1,4.543566704E-2,-1.171798706E-1,4.730081558E-2,1.342865930E-1
7.624126630E-1,5.763947964E-3,-9.451723099E-2,4.897260666E-2,1.066069709E-1
7.674504230E-1,-3.364950418E-2,-6.016159058E-2,7.909584045E-2,1.049183401E-1
7.724881840E-1,-4.424673319E-2,-1.649570465E-2,7.796859741E-2,9.115362775E-2
7.775259440E-1,-3.827458620E-2,1.035213470E-2,6.948566437E-2,8.000230118E-2
7.825637040E-1,-3.964960575E-2,-1.759338379E-2,4.024028778E-3,4.356387491E-2
7.876014650E-1,-7.967531681E-3,-7.371425629E-3,-4.659986496E-2,4.784732899E-2
7.926392250E-1,4.699766636E-2,-3.533172607E-2,-9.429836273E-2,1.111273716E-1
7.976769340E-1,7.043576241E-2,-8.462381363E-2,-1.223616600E-1,1.646048672E-1
8.027146940E-1,9.348613024E-2,-8.389377594E-2,-9.289932251E-2,1.562309390E-1
8.077524540E-1,6.160122156E-2,-1.023669243E-1,-8.716106415E-2,1.478876222E-1
8.127902150E-1,5.613464117E-2,-1.374745369E-1,-3.137731552E-2,1.517724684E-1
8.178279750E-1,1.752358675E-2,-1.130194664E-1,5.068778992E-3,1.144821750E-1
8.228657360E-1,7.717609406E-3,-8.405685425E-2,3.651285172E-2,9.196904143E-2
8.279034960E-1,-5.431461334E-2,-8.136558533E-2,7.231664658E-2,1.216557975E-1
8.329412570E-1,-7.323932648E-2,-3.353071213E-2,3.650140762E-2,8.843449755E-2
8.379789650E-1,-8.024483919E-2,-9.795188904E-3,9.164810181E-4,8.084565468E-2
8.430167250E-1,-7.780617476E-2,3.748178482E-2,-8.266925812E-3,8.675844101E-2
8.480544860E-1,-6.607061625E-2,7.255125046E-2,1.101446152E-2,9.874375239E-2
8.530922460E-1,-6.881558895E-2,1.050324440E-1,2.289104462E-2,1.276377667E-1
8.581300070E-1,-4.783797264E-2,1.444344521E-1,2.982234955E-2,1.550456549E-1
