"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.560756100E-2,1.408350766E-1,-1.543805599E-1,-2.324485779E-2,2.102574600E-1
8.064532100E-2,1.337047666E-1,-1.034135818E-1,-9.994506836E-3,1.693257916E-1
8.568313400E-2,1.046516374E-1,-1.252975464E-1,-2.698898315E-4,1.632529117E-1
9.072089400E-2,1.141609997E-1,-1.022652388E-1,-1.735687256E-4,1.532675537E-1
9.575870700E-2,7.297061384E-2,-1.345136166E-1,3.744697571E-2,1.575464995E-1
1.007964670E-1,5.064193904E-2,-9.178948402E-2,6.814289093E-2,1.250334713E-1
1.058342280E-1,5.452082306E-2,-7.685434818E-2,9.489345551E-2,1.337306206E-1
1.108720400E-1,5.389519036E-2,-6.095266342E-2,1.114158630E-1,1.379616369E-1
1.159098000E-1,4.895117879E-2,-8.450281620E-2,8.233737946E-2,1.277356172E-1
1.209476130E-1,3.533937037E-2,-4.143714905E-2,5.289363861E-2,7.591867639E-2
1.259853730E-1,2.241709828E-2,-5.967819691E-2,3.876781464E-2,7.461204282E-2
1.310231860E-1,-1.059040427E-3,-3.390216827E-2,-2.686500549E-2,4.326900854E-2
1.360609460E-1,-7.328510284E-3,-2.756428719E-2,-3.245449066E-2,4.320637633E-2
1.410987590E-1,-6.443679333E-3,-7.720232010E-3,-6.302165985E-2,6.381890469E-2
1.461365190E-1,-1.937390864E-2,-2.762579918E-2,-3.056907654E-2,4.553022685E-2
1.511742800E-1,2.101735771E-2,-5.455374718E-3,-1.818656921E-3,2.178985891E-2
1.562120920E-1,2.767387033E-2,-2.336692810E-2,-1.557826996E-2,3.942764160E-2
1.612498530E-1,3.405736387E-2,2.996563911E-3,1.492118835E-2,3.730315390E-2
1.662876650E-1,3.553284705E-2,-1.322495937E-2,3.049755096E-2,4.865781936E-2
1.713254250E-1,3.699880838E-2,-1.298666000E-2,1.731872559E-3,3.925002602E-2
1.763632380E-1,3.626355529E-2,-1.520287991E-2,-1.447010040E-2,4.189936521E-2
1.814009980E-1,4.024770856E-2,-4.282295704E-2,-3.477668762E-2,6.828690721E-2
1.864388110E-1,5.576327443E-2,-2.086150646E-2,-1.045703888E-2,6.044910991E-2
1.914765710E-1,6.636019051E-2,-2.277529240E-2,-3.098106384E-2,7.669560056E-2
1.965143840E-1,7.681089640E-2,-5.251431465E-2,-2.073478699E-2,9.532889614E-2
2.015521440E-1,7.772023976E-2,-1.630795002E-2,3.126144409E-3,7.947425798E-2
2.065899570E-1,1.088507473E-1,-1.603615284E-2,1.002883911E-2,1.104817678E-1
