"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.142651700E-2,-1.853872836E-1,1.509280205E-1,3.810381889E-1,4.498197569E-1
7.646422500E-2,-1.594659090E-1,1.343884468E-1,2.978582382E-1,3.636057767E-1
8.150193300E-2,-1.102198362E-1,1.363210678E-1,2.783627510E-1,3.289645376E-1
8.653964200E-2,-6.463393569E-2,6.110000610E-2,2.678279877E-1,2.822101830E-1
9.157729800E-2,-6.749787927E-2,1.411437988E-3,2.297267914E-1,2.394417561E-1
9.661500600E-2,-4.866549373E-2,-5.380868912E-2,1.477479935E-1,1.646000452E-1
1.016527150E-1,-4.718160629E-2,-9.667968750E-2,5.496883392E-2,1.208082723E-1
1.066904230E-1,-4.827848077E-2,-1.530346870E-1,6.938934326E-3,1.606193511E-1
1.117281310E-1,-3.623136878E-2,-1.842746735E-1,-1.760625839E-2,1.886262116E-1
1.167658400E-1,-3.876280785E-2,-1.784844398E-1,-1.803636551E-2,1.835335420E-1
1.218034960E-1,-4.821029305E-2,-2.279772758E-1,3.135299683E-2,2.351188658E-1
1.268412040E-1,-8.464951813E-2,-1.871438026E-1,1.024150848E-2,2.056531845E-1
1.318789130E-1,-9.900628030E-2,-1.374335289E-1,2.878236771E-2,1.718099040E-1
1.369166210E-1,-1.471494734E-1,-7.673645020E-2,5.104589462E-2,1.736292996E-1
1.419543290E-1,-1.658961773E-1,-3.495550156E-2,1.297044754E-2,1.700342943E-1
1.469920380E-1,-1.360950321E-1,2.098369598E-2,3.838253021E-2,1.429524113E-1
1.520297460E-1,-7.588578761E-2,2.419424057E-2,7.423543930E-2,1.088802759E-1
1.570674020E-1,-2.080872655E-2,2.036428452E-2,1.019868851E-1,1.060614535E-1
1.621051100E-1,-3.282725811E-4,1.895332336E-2,1.243290901E-1,1.257658892E-1
1.671428190E-1,7.799714804E-3,-3.314638138E-2,8.846616745E-2,9.479335912E-2
1.721805270E-1,8.802622557E-3,-6.725597382E-2,5.167198181E-2,8.526925520E-2
1.772182350E-1,3.545299172E-2,-7.253980637E-2,2.313995361E-2,8.399044936E-2
1.822559440E-1,2.430212498E-2,-9.161996841E-2,5.575513840E-2,1.099702112E-1
1.872936520E-1,8.942246437E-3,-1.079888344E-1,4.120969772E-2,1.159301139E-1
1.923313080E-1,-3.490507603E-3,-1.033043861E-1,3.906536102E-2,1.104992410E-1
1.973690170E-1,-8.490443230E-3,-6.656503677E-2,4.659414291E-2,8.169458918E-2
2.024067250E-1,1.463052630E-2,-4.979181290E-2,5.659723282E-2,7.678882532E-2
2.074444330E-1,2.783855796E-2,1.192092896E-3,8.518409729E-2,8.962553668E-2
2.124821420E-1,3.363871574E-2,7.866096497E-2,8.516502380E-2,1.207153341E-1
2.175198500E-1,6.476217508E-2,1.680941582E-1,6.189823151E-2,1.904761833E-1
2.225575060E-1,6.695955992E-2,2.319931984E-1,5.560684204E-2,2.477832675E-1
2.275952150E-1,5.728471279E-2,2.547664642E-1,3.785324097E-2,2.638566987E-1
2.326329230E-1,8.956792951E-2,2.561407089E-1,7.892942429E-2,2.825957020E-1
2.376706310E-1,9.728518128E-2,2.553691864E-1,1.143183708E-1,2.962203872E-1
2.427083400E-1,8.810329437E-2,2.197742462E-1,1.044635773E-1,2.587963461E-1
2.477460480E-1,3.689005971E-2,1.244578362E-1,1.204557419E-1,1.770881567E-1
2.527837560E-1,-2.714508772E-2,8.095264435E-3,7.982778549E-2,8.470457148E-2
2.578214650E-1,-7.316666842E-2,-6.811141968E-2,5.401849747E-2,1.136244909E-1
2.628591210E-1,-1.132656187E-1,-1.637477875E-1,4.279947281E-2,2.036522358E-1
2.678968290E-1,-1.476302743E-1,-2.081966400E-1,2.476263046E-2,2.564248948E-1
2.729345380E-1,-1.434649527E-1,-2.119393349E-1,2.670288086E-5,2.559306059E-1
2.779722460E-1,-1.485027671E-1,-2.180013657E-1,-1.724624634E-2,2.643389874E-1
