"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.874875900E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
4.378641500E-2,3.046894446E-3,7.779836655E-3,-1.690292358E-2,1.885519159E-2
4.882407100E-2,-3.414320759E-3,3.321218491E-2,-9.890556335E-3,3.482140027E-2
5.386172700E-2,3.894781694E-4,2.770853043E-2,4.904747009E-3,2.814197745E-2
5.889938400E-2,9.229427204E-3,-5.561828613E-3,5.730628967E-2,5.831060881E-2
6.393704000E-2,2.281301841E-2,-1.693010330E-3,9.141540527E-2,9.423415737E-2
6.897469600E-2,5.530250072E-2,-1.696610451E-2,1.581659317E-1,1.684122241E-1
7.401235200E-2,8.445990831E-2,-4.332470894E-2,1.779909134E-1,2.017207767E-1
7.905006100E-2,1.007834673E-1,-7.177066803E-2,1.899452209E-1,2.266881625E-1
8.408771700E-2,7.563387603E-2,-8.113217354E-2,1.039867401E-1,1.520399780E-1
8.912537300E-2,9.713281691E-2,-1.209032536E-1,3.124141693E-2,1.582036882E-1
9.416302900E-2,8.056456596E-2,-1.605069637E-1,-8.296966553E-5,1.795915966E-1
9.920068600E-2,6.157078594E-2,-1.693482399E-1,-5.775260925E-2,1.892224931E-1
1.042383420E-1,2.658086270E-2,-1.739578247E-1,-3.832244873E-2,1.801012968E-1
1.092759980E-1,2.090446651E-2,-1.901893616E-1,-6.733798981E-2,2.028383466E-1
1.143136540E-1,-2.045481279E-2,-1.501717567E-1,-8.585262299E-2,1.741856158E-1
1.193513110E-1,-4.663846269E-2,-1.659274101E-2,2.491664886E-2,5.541935264E-2
1.243889670E-1,-8.508240432E-2,-1.597833633E-1,-3.312969208E-2,1.840307453E-1
1.294266230E-1,-9.830464423E-2,-1.009323597E-1,-1.358451843E-1,1.957167811E-1
1.344642790E-1,-8.112689108E-2,-1.829314232E-2,-1.586856842E-1,1.791573551E-1
1.395019880E-1,-6.073656678E-2,-1.741123199E-2,2.899360657E-2,6.951770110E-2
1.445396440E-1,-2.815527841E-2,-9.585380554E-3,1.007633209E-1,1.050611539E-1
1.495773000E-1,3.680431098E-2,1.122984886E-1,6.659221649E-2,1.356467145E-1
1.546149560E-1,8.273562789E-2,1.145174503E-1,9.364414215E-2,1.694952976E-1
1.596526130E-1,7.680061460E-2,5.947566032E-2,2.322578430E-2,9.987555071E-2
1.646902690E-1,8.795414120E-2,9.432244301E-2,-9.283924103E-2,1.589080831E-1
1.697279250E-1,8.967998624E-2,9.799242020E-2,-5.257415771E-2,1.428602688E-1
1.747655810E-1,8.157973737E-2,4.848504066E-2,5.546379089E-2,1.099194469E-1
1.798032380E-1,9.426132590E-2,2.175188065E-2,4.191398621E-2,1.054282890E-1
1.848408940E-1,7.678333670E-2,-1.314783096E-2,-1.007757187E-1,1.273746118E-1
1.898786020E-1,7.434761524E-2,-5.142712593E-2,-1.834058762E-1,2.044750170E-1
1.949162590E-1,6.768848002E-2,-9.546518326E-2,-1.407394409E-1,1.830380337E-1
1.999539150E-1,5.177906156E-2,-1.289768219E-1,-5.771350861E-2,1.504890058E-1
2.049915710E-1,5.000335723E-2,-1.198534966E-1,4.142570496E-2,1.363131887E-1
2.100292270E-1,7.133351266E-2,-1.484777927E-1,6.105899811E-2,1.756767663E-1
2.150668840E-1,5.260127038E-2,-1.116282940E-1,7.097434998E-2,1.423556392E-1
2.201045400E-1,2.768824995E-2,-1.322264671E-1,5.748367310E-2,1.468157024E-1
2.251421960E-1,6.001003087E-3,-1.529257298E-1,7.947921753E-2,1.724506795E-1
2.301798520E-1,-1.041003317E-2,-1.387870312E-1,1.034307480E-1,1.734016391E-1
2.352175090E-1,-2.651772276E-2,-1.512615681E-1,1.059522629E-1,1.865720601E-1
2.402551650E-1,-3.066829965E-2,-1.335961819E-1,7.821559906E-2,1.578168697E-1
2.452928730E-1,4.976779222E-3,-8.627986908E-2,4.656219482E-2,9.816833566E-2
2.503305290E-1,1.181444526E-2,-4.718565941E-2,-1.237487793E-2,5.019168431E-2
2.553681860E-1,6.937973201E-3,3.547668457E-4,-5.594444275E-2,5.637412532E-2
2.604058420E-1,3.960356861E-2,2.817249298E-2,-5.644989014E-2,7.448974496E-2
2.654434980E-1,4.331183434E-2,4.617738724E-2,-5.466079712E-2,8.364250610E-2
2.704811540E-1,7.262265682E-2,7.114124298E-2,-1.785469055E-2,1.032178120E-1
2.755188110E-1,7.550400496E-2,5.851411819E-2,-2.645301819E-2,9.911871147E-2
2.805564670E-1,5.738411099E-2,3.945088387E-2,-1.385211945E-2,7.100133551E-2
2.855941230E-1,5.871674418E-2,-1.638126373E-2,-4.617786407E-2,7.647481271E-2
2.906317790E-1,5.085518956E-2,-2.383732796E-2,-2.398204803E-2,6.107050956E-2
2.956694880E-1,4.090466350E-2,-7.421016693E-3,2.119827271E-2,4.666508064E-2
3.007071440E-1,3.581447154E-2,-2.832412720E-3,4.903793335E-2,6.078994852E-2
3.057448000E-1,1.672372222E-2,1.350498199E-2,4.346466064E-2,4.848962929E-2
3.107824560E-1,2.141135931E-2,-9.791851044E-4,4.035091400E-2,4.569027656E-2
3.158201130E-1,2.608992159E-3,2.706098557E-2,-5.004882812E-3,2.764331080E-2
3.208577690E-1,-1.730330288E-3,1.216363907E-2,-2.131462097E-2,2.460205734E-2
3.258954250E-1,-6.020195782E-3,-2.623486519E-2,-1.612091064E-2,3.137506444E-2
3.309330810E-1,-2.202250063E-2,-5.236792564E-2,-6.278038025E-3,5.715596147E-2
3.359707380E-1,4.541724920E-3,-4.285621643E-2,1.519012451E-2,4.569488412E-2
3.410083940E-1,-2.339869738E-2,-5.950403214E-2,-1.312160492E-2,6.527178100E-2
3.460461020E-1,-3.644987941E-3,-9.003472328E-2,-2.920436859E-2,9.472292478E-2
3.510837590E-1,-2.175418288E-2,-5.884671211E-2,-5.210876465E-2,8.155674927E-2
3.561214150E-1,-3.717373312E-2,-4.471683502E-2,7.581710815E-4,5.815545195E-2
3.611590710E-1,-2.183669060E-2,1.627230644E-2,4.811286926E-2,5.528541582E-2
3.661967270E-1,-4.225384817E-2,3.148555756E-2,6.412506104E-2,8.299850283E-2
3.712343840E-1,-8.238211274E-3,4.170608521E-2,7.756710052E-2,8.845292958E-2
3.762720400E-1,-7.760137320E-3,3.518748283E-2,6.018447876E-2,7.014663330E-2
3.813096960E-1,4.497595131E-3,4.759073257E-2,3.128147125E-2,5.712824724E-2
3.863473520E-1,1.882703602E-2,5.038762093E-2,9.881019592E-3,5.469007384E-2
3.913850090E-1,6.365218014E-2,6.501674652E-2,-1.831340790E-2,9.281248985E-2
3.964226650E-1,3.469420969E-2,7.012748718E-2,-3.198051453E-2,8.452399632E-2
4.014603730E-1,3.450849652E-2,4.468727112E-2,-5.731868744E-2,8.045632643E-2
4.064980290E-1,4.392386228E-2,4.347515106E-2,-8.947277069E-2,1.087417635E-1
4.115356860E-1,6.049142778E-2,2.822780609E-2,-9.525680542E-2,1.163180160E-1
4.165733420E-1,7.465009391E-2,1.577854156E-2,-3.252029419E-2,8.294075252E-2
4.216109980E-1,8.864901215E-2,3.432750702E-2,-1.789379120E-2,9.673268763E-2
