"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.829547500E-2,-6.185430288E-2,6.190645695E-2,1.009407043E-1,1.335941241E-1
8.333302700E-2,-4.501083493E-2,4.883050919E-2,1.197996140E-1,1.369756964E-1
8.837058000E-2,-3.671321273E-2,5.015313625E-2,8.766746521E-2,1.074652573E-1
9.340813200E-2,-8.013325930E-2,4.916441441E-2,6.973934174E-2,1.170557759E-1
9.844568400E-2,-1.451631188E-1,-2.284705639E-2,6.021690369E-2,1.588093025E-1
1.034832360E-1,-2.086429447E-1,-5.017518997E-2,5.391216278E-2,2.212599136E-1
1.085207880E-1,-2.645756006E-1,-5.806696415E-2,6.395435333E-2,2.783202833E-1
1.135583400E-1,-2.891634703E-1,-7.915759087E-2,8.040618896E-2,3.103974741E-1
1.185959440E-1,-2.683173716E-1,-2.687990665E-2,4.193878174E-2,2.729021852E-1
1.236334960E-1,-2.674759626E-1,-2.038884163E-2,-1.935195923E-2,2.689490542E-1
1.286710480E-1,-2.080366910E-1,-1.405119896E-2,-5.948543549E-2,2.168299288E-1
1.337086000E-1,-1.518130600E-1,1.264202595E-2,-2.949047089E-2,1.551667293E-1
1.387461520E-1,-7.110612839E-2,1.315414906E-2,-2.837467194E-2,7.768033947E-2
1.437837050E-1,-7.971048355E-3,1.378476620E-2,-9.063720703E-3,1.832234767E-2
1.488212570E-1,6.849358976E-2,1.670956612E-2,-4.340171814E-3,7.063581619E-2
1.538588090E-1,1.076062024E-1,-1.966810226E-2,-3.426074982E-2,1.146286527E-1
1.588963610E-1,1.317568868E-1,2.330482006E-2,-3.540897369E-2,1.384080463E-1
1.639339650E-1,1.552651823E-1,2.988326550E-2,7.283210754E-3,1.582824423E-1
1.689715170E-1,2.010165155E-1,3.598403931E-2,5.313777924E-2,2.110121185E-1
1.740090690E-1,1.573460698E-1,5.331075191E-2,1.067638397E-1,1.974799722E-1
1.790466210E-1,1.290387958E-1,5.152606964E-2,6.386184692E-2,1.529192015E-1
1.840841730E-1,6.465028226E-2,3.839147091E-2,4.787921906E-2,8.914024710E-2
1.891217250E-1,7.095307112E-3,1.895403862E-2,-9.345054626E-3,2.229190456E-2
1.941592770E-1,-5.549456179E-2,4.432237148E-2,-9.147644043E-3,7.160864748E-2
1.991968300E-1,-8.833544701E-2,1.333260536E-2,-8.988380432E-3,8.978697315E-2
2.042343820E-1,-1.018353105E-1,1.126432419E-2,3.997802734E-2,1.099798078E-1
2.092719860E-1,-9.648014605E-2,-1.404273510E-2,3.176116943E-2,1.025396941E-1
2.143095380E-1,-8.447119594E-2,-2.723217010E-2,3.314971924E-2,9.474110996E-2
2.193470900E-1,-5.876733363E-2,-4.743766785E-2,8.951187134E-3,7.605297879E-2
2.243846420E-1,-2.898843586E-2,-5.587244034E-2,4.113197327E-3,6.307913598E-2
2.294221940E-1,1.863682270E-2,-6.681680679E-2,-5.321502686E-4,6.936930167E-2
2.344597460E-1,5.802960694E-2,-4.273295403E-2,-2.136802673E-2,7.516736797E-2
2.394972980E-1,5.674736202E-2,-2.184712887E-2,-5.335426331E-2,8.089646190E-2
