"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.443407300E-2,5.813933164E-2,1.526689529E-1,5.059671402E-2,1.710205208E-1
7.947178100E-2,2.984385937E-2,1.147327423E-1,5.528926849E-2,1.308096377E-1
8.450949000E-2,2.004003525E-2,1.149001122E-1,7.464075089E-2,1.384733927E-1
8.954719800E-2,-3.689736128E-3,4.919672012E-2,8.375310898E-2,9.720347055E-2
9.458490600E-2,-5.634695292E-3,-3.726482391E-3,1.012220383E-1,1.014472153E-1
9.962261500E-2,1.021660864E-2,-3.258228302E-2,9.138727188E-2,9.755827859E-2
1.046603230E-1,5.606546998E-2,-1.019001007E-1,8.068466187E-2,1.415520473E-1
1.096980310E-1,1.148296669E-1,-1.473031044E-1,2.453231812E-2,1.883769933E-1
1.147357400E-1,1.345991045E-1,-2.134566307E-1,-7.235527039E-3,2.524539661E-1
1.197734480E-1,2.034450769E-1,-2.524294853E-1,-7.245492935E-2,3.322051492E-1
1.248111560E-1,2.263139635E-1,-3.292503357E-1,-1.357588768E-1,4.219647690E-1
1.298488650E-1,2.556490004E-1,-3.833165169E-1,-1.545448303E-1,4.859753781E-1
1.348865730E-1,2.321811914E-1,-3.841152191E-1,-1.970601082E-1,4.901890385E-1
1.399242810E-1,1.787962615E-1,-3.612718582E-1,-1.713418961E-1,4.379994338E-1
1.449619900E-1,1.193606257E-1,-3.291640282E-1,-1.102766991E-1,3.670924499E-1
1.499996980E-1,-1.028625667E-2,-2.992305756E-1,-5.199146271E-2,3.038879014E-1
1.550373540E-1,-1.113646477E-1,-2.619004250E-1,-8.702278137E-4,2.845956336E-1
1.600750630E-1,-2.081477344E-1,-2.263765335E-1,4.113006592E-2,3.102635921E-1
1.651127710E-1,-2.435865551E-1,-1.922659874E-1,5.818700790E-2,3.157314486E-1
1.701504790E-1,-2.754667401E-1,-1.502008438E-1,6.514739990E-2,3.204471908E-1
1.751881880E-1,-2.393654138E-1,-1.280503273E-1,6.933259964E-2,2.801779738E-1
1.802258960E-1,-1.584832072E-1,-2.567338943E-2,2.463340759E-2,1.624279984E-1
1.852636040E-1,-7.828317583E-2,5.735063553E-2,6.583213806E-3,9.726607691E-2
1.903013130E-1,2.910813689E-2,1.404266357E-1,3.156661987E-4,1.434120752E-1
1.953390210E-1,5.403405428E-2,2.190275192E-1,8.745193481E-4,2.255958732E-1
2.003767290E-1,9.888580441E-2,2.887330055E-1,-8.132457733E-3,3.053052369E-1
2.054143850E-1,1.258918345E-1,3.731379509E-1,6.114006042E-3,3.938503084E-1
2.104520940E-1,1.169446856E-1,3.486123085E-1,3.841257095E-2,3.697054594E-1
2.154898020E-1,7.327499986E-2,3.413505554E-1,5.355215073E-2,3.532099378E-1
2.205275100E-1,3.534504771E-2,3.507990837E-1,7.072019577E-2,3.595978526E-1
2.255652190E-1,-1.557666063E-2,2.832736969E-1,1.201887131E-1,3.081102830E-1
2.306029270E-1,-4.870076478E-2,2.058548927E-1,1.546530724E-1,2.620411688E-1
2.356406350E-1,-5.058082193E-2,1.466870308E-1,1.745328903E-1,2.335320842E-1
2.406783440E-1,-4.046457261E-2,3.047800064E-2,1.802253723E-1,1.872097086E-1
2.457160520E-1,4.824772477E-3,-7.372331619E-2,1.089000702E-1,1.315964706E-1
2.507537600E-1,7.750071585E-2,-1.288995743E-1,1.838254929E-2,1.515235273E-1
2.557914690E-1,9.965054691E-2,-1.829733849E-1,-8.635759354E-2,2.255374138E-1
2.608291770E-1,1.542183459E-1,-2.103071213E-1,-1.559095383E-1,3.038423400E-1
2.658668850E-1,1.491467208E-1,-1.904077530E-1,-2.051792145E-1,3.171724559E-1
2.709045940E-1,1.418763399E-1,-1.875176430E-1,-1.713776588E-1,2.909674625E-1
2.759423020E-1,8.560642600E-2,-1.379828453E-1,-1.523146629E-1,2.226375582E-1
2.809799580E-1,3.043560684E-2,-1.340961456E-1,-8.208847046E-2,1.601456194E-1
2.860176670E-1,-6.358832866E-2,-1.020698547E-1,-2.281856537E-2,1.224026867E-1
2.910553750E-1,-1.415414065E-1,-7.525444031E-2,2.336359024E-2,1.619970922E-1
2.960930830E-1,-1.967222542E-1,-6.986618042E-2,7.072353363E-2,2.204149420E-1
3.011307920E-1,-2.389445454E-1,-3.370666504E-2,1.261868477E-1,2.723118719E-1
3.061685000E-1,-2.660422325E-1,-2.833366394E-2,1.331586838E-1,2.988519718E-1
3.112062080E-1,-2.477765530E-1,-2.033281326E-2,9.729003906E-2,2.669681540E-1
3.162439170E-1,-1.896925569E-1,-4.334449768E-4,2.648687363E-2,1.915333091E-1
3.212816250E-1,-1.045272127E-1,5.941534042E-2,4.595661163E-2,1.287172522E-1
3.263193330E-1,-1.873317361E-2,2.194690704E-2,-9.527206421E-4,2.887050742E-2
3.313570420E-1,6.535793841E-2,6.512403488E-2,-3.527641296E-2,9.877866847E-2
3.363947500E-1,1.289195418E-1,7.447242737E-2,-5.942058563E-2,1.603034519E-1
3.414324580E-1,2.076428235E-1,9.988498688E-2,-7.814073563E-2,2.433074748E-1
3.464701670E-1,2.470282912E-1,1.245508194E-1,-5.375385284E-2,2.818250521E-1
3.515078750E-1,2.430124879E-1,1.272501945E-1,-4.578733444E-2,2.781081827E-1
