"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.824152800E-2,-1.170297414E-1,-1.091551781E-2,1.511640549E-1,1.914828462E-1
8.327944500E-2,-1.312638521E-1,-1.415872574E-2,1.360569000E-1,1.895841460E-1
8.831736200E-2,-1.149995029E-1,-2.795195580E-2,7.576751709E-2,1.405237138E-1
9.335522600E-2,-1.381303370E-1,-4.059672356E-2,5.618190765E-2,1.545460796E-1
9.839314300E-2,-1.293606162E-1,-6.792211533E-2,7.603740692E-2,1.647096537E-1
1.034310600E-1,-1.019578576E-1,-1.002984047E-1,1.082458496E-1,1.793664926E-1
1.084689760E-1,-1.014965177E-1,-6.405806541E-2,1.165351868E-1,1.672884592E-1
1.135068930E-1,-6.326565146E-2,-8.451819420E-2,1.114273071E-1,1.534989009E-1
1.185448100E-1,-1.615621150E-2,-9.771060944E-2,9.587860107E-2,1.378444504E-1
1.235826740E-1,1.008789241E-2,-7.017302513E-2,1.404075623E-1,1.572905037E-1
1.286205910E-1,7.344961166E-2,-5.365538597E-2,1.014461517E-1,1.362536884E-1
1.336585080E-1,8.154982328E-2,-1.326227188E-2,7.612991333E-2,1.123477870E-1
1.386964240E-1,9.637147188E-2,4.107785225E-2,-1.618385315E-2,1.060036209E-1
1.437343410E-1,8.571159840E-2,5.421972275E-2,-2.664661407E-2,1.048632370E-1
1.487722580E-1,7.106429338E-2,7.388567924E-2,-1.841735840E-2,1.041557799E-1
1.538101740E-1,4.789441824E-2,7.706689835E-2,1.920223236E-2,9.274647081E-2
1.588480390E-1,3.036653996E-2,1.058743000E-1,5.066776276E-2,1.212382627E-1
1.638859550E-1,-9.332418442E-3,9.253215790E-2,6.252956390E-2,1.120680179E-1
1.689238720E-1,-5.225554109E-2,7.082533836E-2,9.934997559E-2,1.327301314E-1
1.739617890E-1,-7.997804880E-2,6.865692139E-2,1.187868118E-1,1.588098480E-1
1.789997050E-1,-9.991189837E-2,3.440213203E-2,8.913421631E-2,1.382418267E-1
1.840376220E-1,-1.007503867E-1,4.993224144E-2,4.900264740E-2,1.226585856E-1
1.890755390E-1,-5.532200634E-2,3.032541275E-2,4.032516479E-2,7.487505566E-2
1.941134550E-1,-4.855674505E-2,1.374340057E-2,6.673717499E-2,8.366892538E-2
1.991513200E-1,-5.140049756E-2,-2.261161804E-3,6.918430328E-2,8.621828009E-2
2.041892370E-1,-4.020188749E-2,-1.560449600E-3,3.677463531E-2,5.450688547E-2
2.092271530E-1,-4.789997637E-2,-1.495242119E-2,5.418968201E-2,7.385461578E-2
2.142650700E-1,-2.048137784E-2,-4.884481430E-3,5.491447449E-2,5.881279202E-2
2.193029870E-1,-1.476316154E-2,-2.284765244E-3,6.735897064E-2,6.899566665E-2
2.243409030E-1,3.039409220E-2,1.633524895E-2,5.627250671E-2,6.600936457E-2
2.293788200E-1,3.942365944E-2,6.466937065E-2,4.554462433E-2,8.837796801E-2
2.344166850E-1,7.617218792E-2,9.080433846E-2,3.979015350E-2,1.250235434E-1
2.394546010E-1,8.157269657E-2,8.833265305E-2,3.420543671E-2,1.250070971E-1
2.444925180E-1,7.044117153E-2,1.070415974E-1,1.240921021E-2,1.287394683E-1
2.495304350E-1,7.601328194E-2,7.162594795E-2,5.146980286E-3,1.045695312E-1
2.545683510E-1,7.680633664E-2,9.087443352E-2,-2.768516541E-2,1.221631876E-1
2.596062680E-1,6.351178885E-2,3.952240944E-2,-2.234840393E-2,7.807188565E-2
2.646441850E-1,5.049467087E-2,2.207088470E-2,-1.713085175E-2,5.770876726E-2
2.696821010E-1,4.719391465E-2,-1.856875420E-2,-3.542995453E-2,6.186554688E-2
2.747199660E-1,4.628461599E-2,-4.441404343E-2,-2.520561218E-2,6.892166435E-2
2.797578830E-1,1.259499788E-2,-5.110239983E-2,8.278846741E-3,5.327878136E-2
2.847957990E-1,1.947733760E-2,-9.049749374E-2,3.170585632E-2,9.784898762E-2
2.898337160E-1,2.811282873E-3,-1.009640694E-1,5.387306213E-3,1.011467730E-1
2.948716330E-1,5.981922150E-4,-9.014010429E-2,2.184200287E-2,9.275057588E-2
2.999095490E-1,-6.256356835E-3,-8.895421028E-2,4.973888397E-2,1.021075419E-1
3.049474660E-1,5.890578032E-3,-6.659674644E-2,2.542114258E-2,7.152663865E-2
3.099853830E-1,-5.601271987E-3,-4.473519325E-2,2.272415161E-2,5.048761066E-2
3.150232470E-1,-7.362902164E-3,9.601354599E-3,7.416915894E-2,7.514960064E-2
3.200611640E-1,-1.144830883E-2,5.598258972E-2,8.003330231E-2,9.833841368E-2
3.250990800E-1,-3.192947805E-2,7.334375381E-2,7.405948639E-2,1.090119503E-1
3.301369970E-1,-1.908066869E-2,9.513473511E-2,6.350135803E-2,1.159616842E-1
3.351749140E-1,-4.212111235E-3,1.308300495E-1,8.842372894E-2,1.579651847E-1
3.402128300E-1,-1.326614618E-2,1.236798763E-1,8.232879639E-2,1.491667964E-1
3.452507470E-1,-5.052965879E-2,1.285772324E-1,4.570770264E-2,1.455147593E-1
3.502886640E-1,-5.186617374E-2,1.029498577E-1,2.613353729E-2,1.182020937E-1
3.553265280E-1,-6.262166798E-2,5.427098274E-2,3.277397156E-2,8.911198618E-2
3.603644450E-1,-5.201877654E-2,-5.232810974E-3,4.869937897E-2,7.144903733E-2
3.654023620E-1,-5.805037916E-2,-4.014682770E-2,3.371524811E-2,7.821976892E-2
3.704402780E-1,-6.148126721E-2,-9.569621086E-2,4.487895966E-2,1.222776840E-1
3.754781950E-1,-2.942009270E-2,-1.079397202E-1,3.700447083E-2,1.178382616E-1
3.805161120E-1,-1.663333178E-2,-1.412997246E-1,-3.772735596E-3,1.423253787E-1
3.855540280E-1,-1.101195812E-2,-1.295261383E-1,-2.505302429E-2,1.323855647E-1
3.905919450E-1,8.790805936E-3,-1.417548656E-1,-6.015300751E-2,1.542404114E-1
3.956298620E-1,2.134542167E-2,-1.067421436E-1,-9.711170197E-2,1.458773283E-1
4.006677260E-1,2.900213003E-2,-1.172668934E-1,-7.686710358E-2,1.431823992E-1
4.057056430E-1,3.414849937E-2,-9.238719940E-2,-5.451393127E-2,1.125756782E-1
4.107435600E-1,2.758714557E-2,-6.094479561E-2,-4.896354675E-2,8.290203630E-2
4.157814760E-1,3.067553043E-2,-3.479528427E-2,-1.038551331E-2,4.753481736E-2
4.208193930E-1,3.370031714E-2,2.633833885E-2,4.426002502E-2,6.154973017E-2
4.258573100E-1,1.288515329E-2,5.594229698E-2,1.194934845E-1,1.325679471E-1
4.308952260E-1,1.108779013E-2,9.934163094E-2,1.276168823E-1,1.621041868E-1
4.359331430E-1,1.879353821E-2,1.420767307E-1,9.550285339E-2,1.722201774E-1
4.409710600E-1,-2.104073763E-3,1.582753658E-1,6.853961945E-2,1.724911534E-1
4.460089240E-1,1.972019672E-2,1.931686401E-1,2.774047852E-2,1.961441914E-1
4.510468410E-1,1.982389390E-2,2.205572128E-1,2.765560150E-2,2.231665369E-1
4.560847580E-1,4.113987088E-2,1.673765182E-1,1.571178436E-2,1.730729557E-1
4.611226740E-1,2.202564478E-2,1.883447170E-1,-5.593299866E-3,1.897106915E-1
4.661605910E-1,5.034549534E-2,1.572797298E-1,8.786201477E-3,1.653746645E-1
4.711985080E-1,5.452099442E-2,1.433424950E-1,1.658439636E-3,1.533700105E-1
4.762364240E-1,1.832428575E-2,1.013314724E-1,8.779525757E-3,1.033485695E-1
4.812743410E-1,8.604139090E-3,8.123135567E-2,1.585960388E-3,8.170116048E-2
4.863122580E-1,-2.941004932E-2,3.775024414E-2,3.233814240E-2,5.775627574E-2
4.913501220E-1,-1.261620224E-2,1.797676086E-3,6.040287018E-2,6.173254348E-2
4.963880390E-1,-1.027996838E-2,-4.332184792E-2,5.030441284E-2,6.717882262E-2
5.014259550E-1,-1.263427734E-2,-9.521293640E-2,2.851390839E-2,1.001906742E-1
5.064638720E-1,4.063978791E-3,-1.183729172E-1,-4.827499390E-3,1.185409979E-1
5.115017890E-1,3.004118800E-2,-1.320331097E-1,-1.644515991E-2,1.364025598E-1
5.165397050E-1,2.733619511E-2,-1.598458290E-1,2.868652344E-3,1.621918179E-1
5.215776220E-1,3.431403637E-2,-1.921942234E-1,-2.302169800E-2,1.965860401E-1
5.266155390E-1,1.099795103E-3,-1.934664249E-1,-1.251220703E-3,1.934735969E-1
5.316534550E-1,1.400634646E-3,-1.638906002E-1,1.317882538E-2,1.644255821E-1
5.366913200E-1,4.215110838E-2,-1.038279533E-1,1.392364502E-3,1.120664915E-1
5.417292370E-1,6.135018170E-2,-8.707880974E-2,1.817321777E-2,1.080593806E-1
5.467671530E-1,8.758062124E-2,-7.993698120E-2,4.900074005E-2,1.283018266E-1
5.518050700E-1,1.064308286E-1,-2.777457237E-2,6.529712677E-2,1.279166248E-1
5.568429870E-1,9.665702283E-2,-2.116918564E-2,4.587650299E-2,1.090658884E-1
5.618809030E-1,1.058832705E-1,3.045272827E-2,4.086875916E-2,1.175112382E-1
5.669188200E-1,7.230871916E-2,4.616355896E-2,4.061889648E-2,9.491849026E-2
5.719567370E-1,5.318321288E-2,2.864766121E-2,5.457782745E-2,8.141180427E-2
5.769946530E-1,1.992793381E-2,3.993844986E-2,3.516101837E-2,5.681988680E-2
5.820325700E-1,8.364841342E-3,3.698563576E-2,4.911231995E-2,6.204778637E-2
5.870704350E-1,8.747264743E-3,-1.488447189E-3,1.785945892E-2,1.994217612E-2
5.921083510E-1,-9.962245822E-3,8.089542389E-4,2.720165253E-2,2.897983176E-2
5.971462680E-1,-1.670733094E-2,-5.151224136E-2,2.223587036E-2,5.854126620E-2
6.021841850E-1,-1.859007776E-2,-7.015657425E-2,3.629779816E-2,8.114841990E-2
6.072221010E-1,-2.752619982E-2,-9.810805321E-2,2.649879456E-2,1.052856490E-1
6.122600180E-1,-2.200901508E-2,-1.282312870E-1,4.928588867E-3,1.301996571E-1
6.172979350E-1,-1.410207152E-2,-1.106128693E-1,-4.598617554E-3,1.116029684E-1
6.223358510E-1,-1.088029146E-2,-1.192994118E-1,-9.288787842E-3,1.201541176E-1
6.273737680E-1,6.650701165E-3,-6.617927551E-2,2.165794373E-2,6.994994539E-2
6.324116850E-1,1.938864589E-2,-2.298378944E-2,4.996395111E-2,5.831441140E-2
6.374496010E-1,4.151849449E-2,1.990509033E-2,3.054237366E-2,5.525246234E-2
6.424874660E-1,5.152064562E-2,6.724476814E-2,6.349849701E-2,1.058692349E-1
6.475253830E-1,7.080528140E-2,7.383632660E-2,4.632568359E-2,1.122998663E-1
6.525632990E-1,9.694977105E-2,1.277813911E-1,4.118728638E-2,1.656011310E-1
6.576012160E-1,1.037159562E-1,1.194725037E-1,1.474857330E-2,1.588968191E-1
6.626391330E-1,9.837305546E-2,1.300637722E-1,-1.854705811E-2,1.641275000E-1
6.676770490E-1,9.772083163E-2,1.118259430E-1,-1.644134521E-3,1.485163481E-1
6.727149660E-1,8.756236732E-2,8.167243004E-2,-3.231334686E-2,1.240230075E-1
6.777528830E-1,9.646658599E-2,7.534503937E-2,-1.757621765E-2,1.236592115E-1
6.827907990E-1,1.406904012E-1,2.156567574E-2,4.171371460E-3,1.423947601E-1
6.878287160E-1,1.037588567E-1,1.476287842E-3,-5.126953125E-3,1.038959355E-1
6.928666330E-1,6.714199483E-2,4.920959473E-4,2.286911011E-3,6.718273283E-2
6.979044970E-1,3.563636541E-2,-4.579567909E-2,-9.002494812E-2,1.071059571E-1
7.029424140E-1,6.381180882E-2,-4.215741158E-2,-1.506271362E-1,1.689311353E-1
7.079803300E-1,7.980112731E-2,-3.391170502E-2,-8.248901367E-2,1.196773205E-1
7.130182470E-1,9.559856355E-2,-6.823420525E-2,3.725528717E-2,1.232191079E-1
7.180561640E-1,4.955796897E-2,-6.871247292E-2,9.656620026E-2,1.284617735E-1
7.230940800E-1,1.584474742E-2,-4.990768433E-2,1.149482727E-1,1.263128591E-1
7.281319970E-1,-5.322015285E-2,-4.765939713E-2,1.283750534E-1,1.469147955E-1
7.331699140E-1,-8.385227621E-2,-1.440477371E-2,1.558952332E-1,1.776007473E-1
7.382078300E-1,-8.548399806E-2,-2.400183678E-2,1.047945023E-1,1.373517011E-1
7.432457470E-1,-5.591812730E-2,-1.682138443E-2,1.610374451E-2,6.057331526E-2
7.482836120E-1,-3.117981553E-2,1.878666878E-2,-7.748603821E-3,3.721774686E-2
7.533215280E-1,1.704247296E-2,3.285145760E-2,-3.855323792E-2,5.344170941E-2
7.583594450E-1,5.536504090E-2,-2.895879745E-2,-9.802818298E-3,6.324551328E-2
7.633973620E-1,9.592933953E-2,-7.807755470E-2,-1.461124420E-2,1.245473050E-1
7.684352780E-1,5.537506938E-2,-1.642339230E-1,1.852035522E-3,1.733280410E-1
7.734731950E-1,2.677559853E-3,-3.034448624E-1,1.746797562E-1,3.501413586E-1
7.785111120E-1,-1.546812207E-1,-5.140032768E-1,2.650880814E-1,5.986629598E-1
7.835490280E-1,-2.823525071E-1,-7.103664875E-1,1.765422821E-1,7.845448758E-1
7.885869450E-1,-4.727597237E-1,-1.246712804E0,1.765108109E-1,1.344972356E0
7.936248620E-1,-6.707748771E-1,-1.769064546E0,1.194915771E-1,1.895733773E0
7.986627780E-1,-9.321355820E-1,-2.274534702E0,6.043910980E-2,2.458869200E0
8.037006950E-1,-1.173581406E-1,-2.228648186E0,1.558579445E0,2.722097639E0
8.087385600E-1,-9.730923176E-2,-2.380948305E0,3.776979446E-1,2.412683082E0
8.137764760E-1,-1.474161446E-1,-2.397080660E0,-8.977556229E-1,2.563921287E0
8.188143930E-1,-1.606073529E-1,-2.363692284E0,-1.015809059E0,2.577732333E0
8.238523100E-1,-1.665233076E-1,-2.344918966E0,-5.867776871E-1,2.422949241E0
8.288902260E-1,-2.121570855E-1,-2.297378063E0,-1.447353363E-1,2.311688758E0
8.339281430E-1,-1.768209934E-1,-2.249157667E0,2.988243103E-2,2.256295379E0
8.389660600E-1,-1.450913250E-1,-2.199589014E0,7.207679749E-2,2.205547186E0
8.440039760E-1,-1.655160189E-1,-2.133692741E0,4.467773438E-1,2.186241126E0
8.490418930E-1,-1.704588979E-1,-2.108389378E0,9.114637375E-1,2.303286380E0
8.540798100E-1,-1.555363089E-1,-2.039757729E0,1.087237358E0,2.316654529E0
