"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.211824900E-2,1.161716729E-1,-9.862613678E-2,-1.953067780E-1,2.477250693E-1
7.715590500E-2,1.467407048E-1,-7.524776459E-2,-1.251096725E-1,2.069963543E-1
8.219356100E-2,1.438705623E-1,-8.984208107E-2,-9.145355225E-2,1.927020769E-1
8.723121700E-2,1.275571883E-1,-5.197501183E-2,-8.349800110E-2,1.610718918E-1
9.226892600E-2,1.005505919E-1,-1.130723953E-2,-3.076839447E-2,1.057590152E-1
9.730658200E-2,8.966463059E-2,4.361081123E-2,-4.634380341E-2,1.099517938E-1
1.023442380E-1,8.905059844E-2,5.015444756E-2,-1.878547668E-2,1.039152146E-1
1.073818940E-1,9.111407399E-2,7.872343063E-2,3.592300415E-2,1.256567357E-1
1.124195510E-1,7.980339229E-2,1.012854576E-1,5.148220062E-2,1.388443097E-1
1.174572590E-1,8.733248711E-2,5.075812340E-2,5.282592773E-2,1.139909165E-1
1.224949150E-1,1.194801480E-1,2.138853073E-2,1.129531860E-2,1.219038934E-1
1.275325710E-1,1.003941000E-1,-1.830577850E-3,-2.347755432E-2,1.031189695E-1
1.325702280E-1,9.847605228E-2,-3.062844276E-2,-6.797313690E-2,1.235151073E-1
1.376078840E-1,9.227968752E-2,-5.125713348E-2,-1.014070511E-1,1.463769943E-1
1.426455920E-1,8.194066584E-2,-8.248615265E-2,-9.698772430E-2,1.514095663E-1
1.476832490E-1,8.121177554E-2,-7.811713219E-2,-1.067152023E-1,1.551959189E-1
1.527209050E-1,1.149907112E-1,-1.338968277E-1,-1.139001846E-1,2.100582686E-1
1.577585610E-1,1.176699549E-1,-8.677291870E-2,-7.727336884E-2,1.653690758E-1
1.627962690E-1,1.065946221E-1,-9.940338135E-2,-9.045696259E-2,1.715398140E-1
1.678339260E-1,1.376560777E-1,-1.119956970E-1,-6.172180176E-2,1.878877662E-1
1.728715820E-1,1.240117252E-1,-9.214282036E-2,-1.558685303E-2,1.552808981E-1
1.779092380E-1,1.062872857E-1,-1.240069866E-1,4.051017761E-2,1.682729756E-1
1.829469460E-1,8.453723788E-2,-1.525895596E-1,6.237506866E-2,1.852586502E-1
1.879846030E-1,4.272943735E-2,-1.686711311E-1,6.502723694E-2,1.857533225E-1
1.930222590E-1,-2.781607211E-2,-1.750137806E-1,2.820396423E-2,1.794408562E-1
1.980599150E-1,-7.046034932E-2,-1.673574448E-1,-2.142238617E-2,1.828444524E-1
2.030975710E-1,-1.069643646E-1,-1.624970436E-1,-5.100250244E-2,2.011166819E-1
2.081352800E-1,-1.284442991E-1,-1.627123356E-1,-8.207321167E-2,2.229557225E-1
2.131729360E-1,-1.399741173E-1,-1.258997917E-1,-6.810665131E-2,2.002049625E-1
2.182105920E-1,-1.419689059E-1,-1.135003567E-1,-4.058647156E-2,1.862384571E-1
2.232482490E-1,-1.393732727E-1,-6.889891624E-2,-3.012847900E-2,1.583657003E-1
2.282859570E-1,-1.346282661E-1,-9.213209152E-3,-1.294898987E-2,1.355630097E-1
2.333236130E-1,-1.114008278E-1,3.024649620E-2,3.415107727E-2,1.203797784E-1
2.383612690E-1,-1.004434973E-1,8.038711548E-2,5.677986145E-2,1.406233876E-1
2.433989260E-1,-6.421921402E-2,9.905910492E-2,6.954097748E-2,1.370137266E-1
2.484366340E-1,-1.969106495E-2,1.315290928E-1,5.862998962E-2,1.453448175E-1
2.534742900E-1,2.643510699E-3,1.144881248E-1,8.155822754E-3,1.148086945E-1
2.585119460E-1,1.745362580E-2,1.146163940E-1,-5.532264709E-2,1.284606637E-1
2.635496030E-1,4.384808242E-2,9.403705597E-2,-8.942413330E-2,1.369755374E-1
2.685873110E-1,5.110716820E-2,4.382395744E-2,-9.949493408E-2,1.201321098E-1
2.736249670E-1,6.068326533E-2,-7.494211197E-3,-9.772491455E-2,1.152769744E-1
2.786626240E-1,6.542126834E-2,-3.648829460E-2,-7.965850830E-2,1.093472265E-1
2.837002800E-1,6.526987255E-2,-4.852247238E-2,-3.382301331E-2,8.808281795E-2
2.887379880E-1,8.622120321E-2,-5.802202225E-2,-1.705837250E-2,1.053168506E-1
2.937756440E-1,8.092422783E-2,-9.339046478E-2,-3.814220428E-2,1.293264757E-1
2.988133010E-1,1.180585772E-1,-1.003437042E-1,-7.048797607E-2,1.702211544E-1
3.038509570E-1,1.240219772E-1,-1.264340878E-1,-7.160758972E-2,1.910357984E-1
3.088886130E-1,1.439579576E-1,-1.361007690E-1,-2.795886993E-2,2.000725151E-1
3.139263210E-1,1.729043126E-1,-1.272037029E-1,7.938385010E-3,2.148015394E-1
3.189639780E-1,1.755247861E-1,-8.586287498E-2,3.622245789E-2,1.987295909E-1
3.240016340E-1,1.570215672E-1,-5.961012840E-2,5.232143402E-2,1.759166633E-1
3.290392900E-1,1.035828888E-1,-3.634738922E-2,4.231548309E-2,1.176484070E-1
3.340769990E-1,4.168981314E-2,-2.287340164E-2,9.133625031E-2,1.029735094E-1
3.391146550E-1,-4.274825007E-2,-1.407861710E-2,8.535385132E-2,9.649300637E-2
3.441523110E-1,-9.287574887E-2,-7.442474365E-3,7.705497742E-2,1.209080837E-1
3.491899670E-1,-1.351153105E-1,-4.760599136E-2,6.173515320E-2,1.559926495E-1
3.542276760E-1,-1.341368854E-1,-3.266406059E-2,1.820564270E-3,1.380686762E-1
3.592653320E-1,-1.070749089E-1,-3.437495232E-2,-5.955028534E-2,1.272513652E-1
3.643029880E-1,-4.492850602E-2,-2.206397057E-2,-1.034698486E-1,1.149408501E-1
3.693406440E-1,2.334280312E-2,-3.093957901E-3,-1.018924713E-1,1.045778884E-1
3.743783530E-1,1.258357763E-1,3.170967102E-2,-5.072498322E-2,1.393311514E-1
3.794160090E-1,1.794188172E-1,3.013920784E-2,-4.265880585E-2,1.868669514E-1
3.844536650E-1,2.367658913E-1,7.044529915E-2,-2.748012543E-2,2.485473491E-1
3.894913210E-1,2.694646716E-1,7.649540901E-2,-2.179813385E-2,2.809589213E-1
3.945290300E-1,2.967694402E-1,4.876661301E-2,-2.783966064E-2,3.020353123E-1
3.995666860E-1,2.811689377E-1,2.805399895E-2,-3.605270386E-2,2.848557457E-1
4.046043420E-1,2.326821387E-1,-3.053188324E-2,-5.587577820E-2,2.412369709E-1
4.096419990E-1,1.872753650E-1,-8.373069763E-2,-4.706954956E-2,2.104719329E-1
4.146797070E-1,1.449263245E-1,-1.007175446E-1,-3.841018677E-2,1.806183982E-1
4.197173630E-1,8.900919557E-2,-1.243026257E-1,-1.339817047E-2,1.534708136E-1
