"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.207835100E-2,8.500203490E-3,9.762322903E-2,-1.150960922E-1,1.511610358E-1
7.711611200E-2,1.613377035E-2,9.204518795E-2,-1.276817322E-1,1.582252821E-1
8.215382000E-2,3.838736564E-2,8.594286442E-2,-1.168918610E-1,1.500782228E-1
8.719158100E-2,9.186293185E-2,1.074393988E-1,-1.039180756E-1,1.754451170E-1
9.222934100E-2,1.263985634E-1,9.967994690E-2,-6.219482422E-2,1.725713904E-1
9.726704900E-2,1.324936002E-1,5.374217033E-2,3.329849243E-2,1.468045114E-1
1.023048100E-1,1.344911009E-1,3.610980511E-2,4.876995087E-2,1.475475596E-1
1.073425700E-1,1.036321223E-1,-2.024519444E-2,7.460784912E-2,1.292896586E-1
1.123802780E-1,8.641712368E-2,-1.158441305E-1,7.896995544E-2,1.646937634E-1
1.174180390E-1,9.755484760E-2,-7.792341709E-2,9.015655518E-2,1.540039339E-1
1.224557470E-1,9.472301602E-2,-1.262392998E-1,6.714916229E-2,1.715162400E-1
1.274935080E-1,7.868179679E-2,-1.182243824E-1,4.786872864E-2,1.498640882E-1
1.325312160E-1,5.008886755E-2,-1.636199951E-1,1.716613770E-4,1.711152446E-1
1.375689760E-1,2.448156476E-3,-1.504942179E-1,-1.557922363E-2,1.513182583E-1
1.426067370E-1,-2.250121534E-2,-1.406540871E-1,2.649211884E-2,1.448851589E-1
1.476444450E-1,-7.161302119E-2,-1.016266346E-1,3.928661346E-2,1.303834179E-1
1.526822060E-1,-1.072028726E-1,-7.319855690E-2,1.255798340E-2,1.304154423E-1
1.577199660E-1,-1.230704635E-1,2.564191818E-2,8.108711243E-2,1.495960119E-1
1.627576740E-1,-1.339324117E-1,6.359958649E-2,1.240282059E-1,1.933023387E-1
1.677954350E-1,-1.215485334E-1,1.074799299E-1,1.124906540E-1,1.974338587E-1
1.728331430E-1,-9.600934386E-2,1.109862328E-1,9.455204010E-2,1.745732690E-1
1.778709030E-1,-7.141233236E-2,1.285012960E-1,2.185726166E-2,1.486271987E-1
1.829086640E-1,-2.694606781E-2,8.784675598E-2,-1.600360870E-2,9.326981612E-2
1.879463720E-1,2.292273939E-2,5.320870876E-2,-2.485561371E-2,6.304300280E-2
1.929841330E-1,6.666764617E-2,4.516363144E-2,-7.983398438E-2,1.133922119E-1
1.980218930E-1,8.134700358E-2,9.345650673E-3,-5.658340454E-2,9.953068797E-2
2.030596010E-1,9.798566997E-2,-3.032076359E-2,-5.959033966E-2,1.186235592E-1
2.080973620E-1,9.331110120E-2,-2.248334885E-2,-3.231143951E-2,1.012743388E-1
2.131351220E-1,9.575134516E-2,-2.425181866E-2,-1.511669159E-2,9.992489766E-2
2.181728310E-1,7.726837695E-2,-1.900374889E-2,1.599311829E-3,7.958707399E-2
2.232105910E-1,3.828595579E-2,1.875734329E-2,3.186130524E-2,5.322400877E-2
2.282482990E-1,1.667901874E-2,4.153883457E-2,5.386352539E-3,4.508522194E-2
2.332860600E-1,-2.067568898E-2,3.804504871E-2,9.932518005E-3,4.442482145E-2
2.383238200E-1,-5.007120222E-2,3.217959404E-2,5.049705505E-3,5.973400279E-2
2.433615280E-1,-6.234519184E-2,1.467037201E-2,-2.774143219E-2,6.979777804E-2
2.483992890E-1,-6.264349818E-2,2.081477642E-2,-1.065731049E-2,6.686584366E-2
2.534370490E-1,-4.426457733E-2,2.440524101E-2,-2.904987335E-2,5.829977476E-2
2.584747580E-1,-1.230080426E-2,3.498041630E-2,-3.066539764E-2,4.811762590E-2
2.635125180E-1,-6.758198142E-3,2.432131767E-2,-2.056121826E-2,3.255707960E-2
2.685502780E-1,-1.069624722E-2,5.153572559E-2,1.507186890E-2,5.474944702E-2
2.735879870E-1,-2.391631901E-2,3.849899769E-2,5.932426453E-2,7.465608816E-2
2.786257470E-1,2.407892048E-2,4.465198517E-2,4.873657227E-2,7.034804665E-2
2.836634560E-1,1.251585782E-2,8.823823929E-2,2.899646759E-2,9.371994826E-2
2.887012160E-1,2.452591062E-2,1.073888540E-1,2.141475677E-2,1.122162113E-1
2.937389760E-1,5.506090820E-2,1.048467159E-1,3.046131134E-2,1.222801249E-1
2.987766850E-1,6.621775031E-2,1.070044041E-1,-2.922058105E-3,1.258700575E-1
3.038144450E-1,7.727324963E-2,1.115430593E-1,-5.683898926E-2,1.471179115E-1
3.088522060E-1,8.826501667E-2,9.012651443E-2,-5.807781219E-2,1.388759664E-1
3.138899140E-1,9.894996881E-2,6.207060814E-2,-3.344631195E-2,1.215010803E-1
3.189276740E-1,8.817040920E-2,1.336061954E-2,9.561538696E-3,8.968807187E-2
3.239654350E-1,1.105095148E-1,-1.477837563E-3,2.358150482E-2,1.130071867E-1
3.290031430E-1,1.043440849E-1,-5.839836597E-2,2.559947968E-2,1.222840568E-1
3.340409030E-1,1.124590635E-1,-6.489264965E-2,4.170703888E-2,1.363729227E-1
3.390786120E-1,1.038007736E-1,-8.072006702E-2,7.404899597E-2,1.509091900E-1
3.441163720E-1,8.817793429E-2,-1.057088375E-1,6.819820404E-2,1.536251980E-1
3.491541330E-1,7.046744227E-2,-7.852661610E-2,5.068302155E-2,1.170506665E-1
3.541918410E-1,4.369686544E-2,-3.287816048E-2,7.521629333E-3,5.519931515E-2
3.592296010E-1,3.184780478E-3,-4.353761673E-3,5.085945129E-3,7.413832023E-3
3.642673620E-1,-8.317232132E-3,1.899075508E-2,-6.741523743E-3,2.180076309E-2
3.693050700E-1,-2.905352414E-2,4.900765419E-2,-4.432773590E-2,7.218591001E-2
3.743428310E-1,-6.599213183E-2,2.413547039E-2,-5.067253113E-2,8.663248701E-2
3.793805910E-1,-7.642234862E-2,1.360857487E-2,-4.511451721E-2,8.978245008E-2
3.844182990E-1,-5.135511607E-2,2.901768684E-2,-3.725624084E-2,6.976676557E-2
