"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.567355000E-2,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0
4.071115400E-2,-1.052460074E-2,-1.932859421E-3,1.212787628E-2,1.617369931E-2
4.574881000E-2,-2.119079232E-2,-2.315688133E-2,2.110004425E-2,3.782198699E-2
5.078641500E-2,-3.568628430E-2,-3.662276268E-2,1.432323456E-2,5.310266172E-2
5.582401900E-2,-7.072177529E-2,-2.493667603E-2,-2.845096588E-2,8.020514180E-2
6.086162300E-2,-8.874049783E-2,-2.013039589E-2,-3.338909149E-2,9.692749983E-2
6.589927900E-2,-1.105747819E-1,-2.454423904E-2,-7.147121429E-2,1.339303421E-1
7.093688300E-2,-1.317432374E-1,-2.641415596E-2,-5.400943756E-2,1.448136995E-1
7.597448700E-2,-1.462203562E-1,-6.827592850E-3,-9.637832642E-3,1.466966135E-1
8.101209200E-2,-1.181131452E-1,-1.871585846E-3,2.579593658E-2,1.209117375E-1
8.604974800E-2,-6.120230258E-2,4.861330986E-2,-5.578994751E-4,7.816192799E-2
9.108735200E-2,-2.046294510E-2,8.662652969E-2,1.588821411E-3,8.902478375E-2
9.612495600E-2,2.820309997E-2,1.134581566E-1,-3.840541840E-2,1.230574837E-1
1.011625600E-1,6.926272810E-2,1.099884510E-1,-1.793861389E-2,1.312119611E-1
1.062001650E-1,1.012206227E-1,1.137752533E-1,1.127243042E-3,1.522881919E-1
1.112378210E-1,9.328892827E-2,9.298396111E-2,4.373359680E-2,1.387856932E-1
1.162754250E-1,8.599817753E-2,7.133603096E-2,4.349708557E-2,1.199020947E-1
1.213130290E-1,8.835045993E-2,7.140469551E-2,3.892135620E-2,1.200804159E-1
1.263506850E-1,6.590087712E-2,2.859449387E-2,3.244113922E-2,7.882257417E-2
1.313882900E-1,5.153688788E-2,8.555650711E-3,3.545379639E-2,6.313653182E-2
1.364258940E-1,1.288107038E-2,9.179115295E-4,1.788711548E-2,2.206158280E-2
1.414634980E-1,-1.256437600E-2,-2.928256989E-2,2.859592438E-2,4.281424219E-2
1.465011020E-1,-4.835370183E-2,-1.480817795E-2,1.601791382E-2,5.304654728E-2
1.515387580E-1,-5.294273794E-2,1.163005829E-3,3.615474701E-2,6.412060366E-2
1.565763620E-1,-7.815115154E-2,-1.811647415E-2,3.259754181E-2,8.659335341E-2
1.616139670E-1,-1.049411446E-1,-1.377224922E-2,2.925586700E-2,1.098099469E-1
1.666516230E-1,-1.332322657E-1,-2.599978447E-2,2.153110504E-2,1.374424021E-1
